date,meeting,motion_number,measure_type,measure_number,short_title,movant,motion_description,required_threshold,description,discussion,friendly,roll_call,Yvette Alexander,Marion Barry,Anita Bonds,Muriel Bowser,David Catania,Mary Cheh,Jack Evans,Jim Graham,David Grosso,Kenyan McDuffie,Phil Mendelson,Vincent Orange,Tommy Wells,passed
2013-10-01,Legislative Meeting,39,Resolution,20-404,The Endocrine Society Revenue Bonds Project Emergency Declaration Resolution of 2013,Jack Evans,Main,9,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,40,Bill,20-405,The Endocrine Society Revenue Bonds Project Emergency Act of 2013,Jack Evans,Main,7,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,41,Resolution,20-415,Transportation Infrastructure Mitigation Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh";"Jack Evans";"Muriel Bowser";"Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,42,Bill,20-429,Transportation Infrastructure Mitigation Emergency Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,43,Bill,20-429,Transportation Infrastructure Mitigation Emergency Act of 2013,Mary Cheh,Amend,7,Amendment Number 010,["Mary Cheh"],Y,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,44,Resolution,,Modification No. 13 to Contract No. DCKA-2010-C-0219 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,45,Bill,,Modification No. 13 to Contract No. DCKA-2010-C-0219 Approval and Payment Authorization Emergency Act of 2013,Mary Cheh,Main,7,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,46,Resolution,,Change Orders No. FY13-002 through No. FY13-008 to Contract GM-10-S-0707B-FM Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["KM'],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,47,Bill,,Change Orders No. FY13-002 through No. FY13-008 to Contract GM-10-S-0707B-FM Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["KM'],N,N,Y,R,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,48,Resolution,,Omnibus Fuel Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,49,Resolution,,Omnibus Fuel Emergency Approval Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,50,Resolution,,Delivery Order CW23328 under Federal Contract No. SP0600-13-D-4016 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["KM'],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,51,Bill,,Delivery Order CW23328 under Federal Contract No. SP0600-13-D-4016 Approval and Payment Authorization Emergency Act of 2013,Kenyan McDuffie,Main,7,Main Motion,["KM'],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,52,Resolution,20-413,Contract No. CW20512 Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
2013-10-01,Legislative Meeting,53,Bill,20-414,Contract No. CW20512 Emergency Approval Resolution of 2013,Kenyan McDuffie,Main,7,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,Y,Y,TRUE
11/5/2013,Legislative Meeting,1,Bill,20-29,District of Columbia Distillery Pub Licensure Act of 2013,Phil Mendelson,Main,6,Main Motion,["Phil Mendelson";"Tommy Wells"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,2,Bill,20-445,Livery Class Regulation and Ride-Sharing Temporary Amendment Act of 2013,Mary Cheh,Main,6,Main Motion,["Mary Cheh"],,,,A,,,,,,,,,,,,POSTPONED
11/5/2013,Legislative Meeting,3,Bill,20-445,Livery Class Regulation and Ride-Sharing Temporary Amendment Act of 2013,Mary Cheh,Postpone Indefinitely,8,Postponed Indefinitely,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,4,Bill,20-430,Transportation Infrastructure Mitigation Temporary Amendment Act of 2013,Mary Cheh,Main,6,Main Motion,["Mary Cheh"],,,,A,,,,,,,,,,,,POSTPONED
11/5/2013,Legislative Meeting,5,Bill,20-430,Transportation Infrastructure Mitigation Temporary Amendment Act of 2013,Mary Cheh,Postpone to a Time Certain,6,"Postponed until December 3, 2013, Legislative Meeting",["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,6,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Main,6,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,N,Y,Y,Y,A,N,TRUE
11/5/2013,Legislative Meeting,7,Bill,20-275,Drivers Safety Amendment Act of 2013,Mary Cheh,Amend,6,Amendment 001 (Cheh ANS),["Mary Cheh";"Jim Graham";"David Grosso";"Tommy Wells";"Phil Mendelson";"Muriel Bowser";"David Catania";"Phil Mendelson";"Kenyan McDuffie";"Anita Bonds";"Phil Mendelson";"Jim Graham";"Tommy Wells"],N,Y,Y,A,Y,Y,Y,Y,Y,N,N,Y,Y,A,N,TRUE
11/5/2013,Legislative Meeting,8,Bill,20-275,Drivers Safety Amendment Act of 2013,Phil Mendelson,Amend,6,"Amendment 002 (Mendelson Oral Amendment to Page 5, Lines 22-24, striking everything after \'social security number\')",["Phil Mendelson"],Y,,,,,,,,,,,,,,,TRUE
11/5/2013,Legislative Meeting,9,Bill,20-275,Drivers Safety Amendment Act of 2013,Phil Mendelson,Amend,6,"Amendment 003 (Mendelson Oral Amendment to Page 5, Lines 13-14)",["Phil Mendelson"],Y,,,,,,,,,,,,,,,TRUE
11/5/2013,Legislative Meeting,10,Bill,20-127,Prescription Drug Monitoring Program Act of 2013,Yvette Alexander,Main,6,Main Motion,["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,11,Bill,20-127,Prescription Drug Monitoring Program Act of 2013,Yvette Alexander,Amend,6,Amendment 004 (Alexander ANS),["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,12,Bill,20-314,Parent and Student Empowerment Act of 2013,David Catania,Main,6,Main Motion,["David Catania";"David Grosso"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,13,Bill,20-311,Focused Student Achievement Act of 2013,David Catania,Main,6,Main Motion,["David Catania";"Tommy Wells"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,14,Bill,20-311,Focused Student Achievement Act of 2013,David Catania,Amend,6,Amendment 005 (Catania ANS),["David Catania"],Y,,,,,,,,,,,,,,,TRUE
11/5/2013,Legislative Meeting,15,Bill,20-70,Historic Music Cultural Institutions Expansion Tax Abatement Act of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,16,Bill,20-70,Historic Music Cultural Institutions Expansion Tax Abatement Act of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans";"David Grosso";"Muriel Bowser"],N,N,Y,A,Y,N,P,Y,Y,Y,P,Y,Y,A,P,TRUE
11/5/2013,Legislative Meeting,17,Bill,20-348,Tax Clarity Equity Amendment Act of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,18,Bill,20-348,Tax Clarity Equity Amendment Act of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans";"Phil Mendelson";"Tommy Wells";"Phil Mendelson";"Muriel Bowser";"Anita Bonds"],N,N,Y,A,Y,N,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,19,Bill,20-280,YMCA Community Investment Initiative Real Property Tax Exemption Act of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,20,Bill,20-280,YMCA Community Investment Initiative Real Property Tax Exemption Act of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans";"Jim Graham"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,21,Bill,20-235,Funeral and Memorial Service Leave Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,22,Bill,20-235,Funeral and Memorial Service Leave Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,23,Bill,20-116,Board of Ethics and Government Accountability Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,24,Bill,20-116,Board of Ethics and Government Accountability Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie";"Jim Graham";"Mary Cheh";"David Grosso";"Muriel Bowser"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,25,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,26,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie";"David Grosso";"Tommy Wells";"Mary Cheh";"Jim Graham"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,27,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Kenyan McDuffie,Amend,6,Amendment 006 (McDuffie Amendment),["Kenyan McDuffie"],Y,,,,,,,,,,,,,,,TRUE
11/5/2013,Legislative Meeting,28,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,6,Amendment 007 (Wells Amendment – Corporate Contributions),["Tommy Wells";"Kenyan McDuffie";"David Catania";"Mary Cheh";"Phil Mendelson";"Tommy Wells";"Yvette Alexander";"Kenyan McDuffie";"Jack Evans"],N,N,,,,,,,,,,,,,,FALSE
11/5/2013,Legislative Meeting,29,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Mary Cheh,Table,6,Table Amendment 007,["Mary Cheh"],N,Y,N,A,N,N,Y,Y,Y,N,N,N,N,A,N,FALSE
11/5/2013,Legislative Meeting,30,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Jack Evans,Close Debate,6,Close Debate on Amendment 007,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,31,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,6,Amendment 008 (Wells Contractor),["Tommy Wells";"Kenyan McDuffie";"David Catania";"Jack Evans"],N,N,,,,,,,,,,,,,,FALSE
11/5/2013,Legislative Meeting,32,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Jack Evans,Close Debate,6,Close Debate on Amendment 008,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,33,Bill,20-76,Campaign Finance Reform and Transparency Amendment Act of 2013,Tommy Wells,Amend,6,Amendment 009 (Wells Disclosure Requirement),["Tommy Wells";"Kenyan McDuffie"],,,,,,,,,,,,,,,,WITHDRAWN
11/5/2013,Legislative Meeting,34,Bill,20-117,Prohibition on Government Employee Engagement in Political Activity Amendment Act of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,35,Bill,20-117,Prohibition on Government Employee Engagement in Political Activity Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,36,Proposed Resolution,20-411,Fiscal Year 2014 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,37,Proposed Resolution,20-411,Fiscal Year 2014 Income Tax Secured Revenue Bond and General Obligation Bond Issuance Approval Resolution of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,38,Proposed Resolution,20-442,Commission on the Arts and Humanities Barbara AJ. Jones Confirmation Resolution of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,39,Proposed Resolution,20-443,Commission on the Arts and Humanities Rhona Friedman Confirmation Resolution of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans";"Muriel Bowser"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,40,Proposed Resolution,20-477,Chief Financial Officer of the District of Columbia Jeffrey S. DeWitt Confirmation Resolution of 2013,Jack Evans,Waive 231(c),8,Waive 231(c),["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,41,Proposed Resolution,20-477,Chief Financial Officer of the District of Columbia Jeffrey S. DeWitt Confirmation Resolution of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans";"Jim Graham";"Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,42,Proposed Resolution,20-239,Sense of the Council to Rename the Washington Football Club Resolution of 2013,David Grosso,Main,6,Main Motion,["David Grosso"],N,Y,P,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,43,Proposed Resolution,20-239,Sense of the Council to Rename the Washington Football Club Resolution of 2013,David Grosso,Amend,6,Amendment 010 (Mendelson/Grosso ANS),["David Grosso"],N,N,P,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,44,Proposed Resolution,20-493,Office of Employee Appeals Vera Abbott Confirmation Resolution of 2013,Kenyan McDuffie,Waive 231(c),8,Waive 231(c),["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,45,Proposed Resolution,20-493,Office of Employee Appeals Vera Abbott Confirmation Resolution of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,46,Proposed Resolution,,Taxicab Commission Background Check Authority Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh"],,,,,,,,,,,,,,,,WITHDRAWN
11/5/2013,Legislative Meeting,47,Proposed Resolution,,Department of Health Grant Making Authority for Clinical Nutritional Home Services Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion,["Yvette Alexander";"Mary Cheh";"David Catania"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,48,Bill,,Department of Health Grant Making Authority for Clinical Nutritional Home Services Emergency Amendment Act of 2013,Yvette Alexander,Main,6,Main Motion,["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,49,Proposed Resolution,,"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Declaration Resolution of 2013",Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,A,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,50,Bill,,"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Amendment Act of 2013",Phil Mendelson,Main,6,Main Motion,["Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,A,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,51,Proposed Resolution,,Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Declaration Resolution of 2013,Jack Evans,Main,9,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,52,Bill,,Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Act of 2013,Jack Evans,Main,6,Main Motion,["Jack Evans"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,53,Proposed Resolution,,Critical Infrastructure Freedom of Information Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,54,Bill,,Critical Infrastructure Freedom of Information Emergency Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie";"David Grosso"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,55,Proposed Resolution,,Board of Elections Nominating Petition Circulator Affidavit Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie";"Jim Graham";"Muriel Bowser";"Mary Cheh";"Yvette Alexander";"Mary Cheh";"Anita Bonds";"Yvette Alexander";"Muriel Bowser"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,56,Bill,,Board of Elections Nominating Petition Circulator Affidavit Emergency Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,57,Proposed Resolution,,Party Officer Elections Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,58,Bill,,Party Officer Elections Emergency Amendment Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,59,Proposed Resolution,,Transportation Infrastructure Improvement GARVEE Bond Financing Emergency Declaration Resolution of 2013,Mary Cheh,Main,9,Main Motion,["Mary Cheh";"Anita Bonds"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,60,Bill,,Transportation Infrastructure Improvement GARVEE Bond Financing Emergency Amendment Act of 2013,Mary Cheh,Main,6,Main Motion,["Mary Cheh"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,61,Proposed Resolution,20-501,"Compensation Collective Bargaining Agreement between the District of Columbia Department of General Services and Teamster Locals 639 and 730, Affiliated with the International Brotherhood of Teamsters Emergency Declaration Resolution of 2013",Phil Mendelson,Main,9,Main Motion,["Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,62,Proposed Resolution,20-502,"Compensation Collective Bargaining Agreement between the District of Columbia Department of General Services and Teamster Locals 639 and 730, Affiliated with the International Brotherhood of Teamsters Emergency Approval Resolution of 2013",Phil Mendelson,Main,6,Main Motion,["Phil Mendelson"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,63,Proposed Resolution,,Department of Corrections Central Cellblock Management Clarification Emergency Declaration Resolution of 2013,Tommy Wells,Main,9,Main Motion,["Tommy Wells"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,64,Bill,,Department of Corrections Central Cellblock Management Clarification Emergency Amendment Act of 2013,Tommy Wells,Main,6,Main Motion,["Tommy Wells"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,65,Proposed Resolution,20-522,Omnibus Residential Services Human Care Agreements Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Jim Graham,Main,9,Main Motion,["Jim Graham"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,66,Bill,20-538,Omnibus Residential Services Human Care Agreements Modifications Approval and Payment Authorization Emergency Act of 2013,Jim Graham,Main,6,Main Motion,["Jim Graham"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,67,Proposed Resolution,20-474,Contract No. DCHT-2011-C-0001 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion,["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,68,Bill,20-493,Contract No. DCHT-2011-C-0001 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,6,Main Motion,["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,69,Proposed Resolution,20-492,Contract No. DCHT-2013-C-0135 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Yvette Alexander,Main,9,Main Motion,["Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,70,Bill,20-522,Contract No. DCHT-2013-C-0135 Approval and Payment Authorization Emergency Act of 2013,Yvette Alexander,Main,6,Main Motion,["Yvette Alexander";"Phil Mendelson";"Anita Bonds";"Yvette Alexander"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,71,Proposed Resolution,,Contract No. CW2336 Emergency Declaration Resolution of 2013,Kenyan McDuffie,Main,9,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,Y,TRUE
11/5/2013,Legislative Meeting,72,Bill,,Contract No. CW2336 Emergency Act of 2013,Kenyan McDuffie,Main,6,Main Motion,["Kenyan McDuffie"],N,N,Y,A,Y,Y,Y,Y,Y,Y,P,Y,Y,A,Y,TRUE
